,year,country,age,species_,month,dead,gender,specie,edad
996,1989,south africa,16,3 m [10'] white shark,Jun,N,M,white,16.0
997,1989,south africa,28,2.5 m [8.25'] white shark,Jun,N,M,white,28.0
998,1989,australia,27,2 m [6.75'] white shark,Mar,Y,M,white,27.0
999,1989,italy,47,6 m [20'] white shark,Feb,Y,M,white,47.0
1000,1989,usa,24,Invalid,Jan,,M,unspecified,24.0
1001,1989,usa,24,5 m [16.5'] white shark,Jan,Y,F,white,24.0
1002,1989,australia,17,"Tiger shark, 4 m [13'] ",Jan,N,M,tiger,17.0
1003,1988,usa,21,5.5 m to 6 m [18' to 20']  white shark,Oct,N,M,white,21.0
1004,1988,usa,30,1.2 m to 1.5 m [4' to 5'] shark,Oct,N,M,unspecified,30.0
1005,1988,usa,23,1.2 m to 1.5 m [4' to 5'] shark,Oct,N,M,unspecified,23.0
1006,1988,usa,21,5' shark,Sep,N,M,unspecified,21.0
1007,1988,usa,38,3 m [10'] bull shark,Sep,Y,M,bull,38.0
1008,1988,usa,27,2.4 m to 3 m [8' to 10'] white shark,Aug,N,M,white,27.0
1009,1988,south africa,36,White shark,Jun,N,M,white,36.0
1010,1988,usa,37,Sand shark?,Jun,N,M,unspecified,37.0
1011,1988,usa,25,1.8 m to 2.4 m [6' to 8'] shark,Jun,N,M,unspecified,25.0
1012,1988,south africa,17,1.5 m to 2 m [5' to 6.75'] shark,Mar,N,M,unspecified,17.0
1013,1988,south africa,20,"1 m ""grey-colored"" shark",Feb,N,M,grey,20.0
1014,1988,south africa,15,Zambezi shark (tooth fragments recovered),Feb,N,F,unspecified,15.0
1015,1988,south africa,22,Shark involvement not confirmed,Jan,,M,unspecified,22.0
1016,1988,south africa,33,1.5 m copper shark,Jan,N,M,unspecified,33.0
1017,1987,usa,16,1.8 m [6'] blacktip shark,Dec,N,M,unspecified,16.0
1018,1987,usa,20,2 m [6.75'] shark,Oct,N,M,unspecified,20.0
1019,1987,south africa,14,Questionable incident,Oct,,M,unspecified,14.0
1020,1987,south africa,21,White shark,Oct,N,M,white,21.0
1021,1987,south africa,24,3.5 m [11.5']  white shark,Sep,N,M,white,24.0
1022,1987,usa,12,1.2 m to 1.5 m [4' to 5'] shark,Aug,N,M,unspecified,12.0
1023,1987,usa,40,5.7 m white shark,Aug,N,M,white,40.0
1024,1987,usa,27,3' to 4' shark,Jul,N,M,unspecified,27.0
1025,1987,usa,32,4' shark,Jul,N,F,unspecified,32.0
1026,1987,usa,16,4' shark,Jul,N,F,unspecified,16.0
1027,1987,vanuatu,8,4.3 m shark,Apr,Y,M,unspecified,8.0
1028,1987,south africa,30,>2.5 m [8.25'] white shark,Jan,N,M,white,30.0
1029,1986,south africa,21,3 m [10'] white shark,Dec,Y,M,white,21.0
1030,1986,usa,40,1.8 m to 2.1 m [6' to 7'] spinner or blacktip shark,Dec,N,M,unspecified,40.0
1031,1986,usa,27,5 m to 6 m [16.5' to 20'] white shark,Dec,N,M,white,27.0
1032,1986,usa,6,"Lemon shark, 1.8 m to 2.4 m [6' to 8'], tooth fragment recovered",Oct,N,F,lemon,6.0
1033,1986,south africa,32,1.6 m shark,Oct,N,M,unspecified,32.0
1034,1986,south africa,35,Invalid,Aug,,M,unspecified,35.0
1035,1986,south africa,26,1.2 m [4'] dusky shark,,N,M,unspecified,26.0
1036,1986,south africa,26,>1 m shark,Mar,N,M,unspecified,26.0
1037,1986,south africa,21,>2.4 m [8'] white shark,Feb,N,M,white,21.0
1038,1986,south africa,46,Raggedtooth shark,Feb,N,M,unspecified,46.0
1039,1986,south africa,29,"Raggedtooth shark, 2 m [6.75'] ",Feb,N,M,unspecified,29.0
1040,1986,australia,29,"Bronze whaler shark, 3.5 m ",Feb,N,M,unspecified,29.0
1041,1986,usa,22,Blacktip shark,Jan,N,M,unspecified,22.0
1042,1986,usa,16,1.5 m [5'] shark,,N,M,unspecified,16.0
1043,1985,south africa,22,2.5 m [8.25'] white shark,Oct,N,M,white,22.0
1044,1985,usa,46,2 m to 2.5 m [6.75'  to 8.25'] sixgill or sevengill shark,Oct,N,M,unspecified,46.0
1045,1985,usa,17,Invalid,Sep,,M,unspecified,17.0
1046,1985,usa,11,Shark involvement not confirmed,Aug,,M,unspecified,11.0
1047,1985,usa,67,Shark involvement prior to death not confirmed,Aug,,M,unspecified,67.0
1048,1985,usa,13,Possibly a small hammerhead shark,Jul,N,F,unspecified,13.0
1049,1985,italy,13,"3 m to 3.6 m  [10' to 11'9""] white shark",,N,M,white,13.0
1050,1985,australia,33,6 m [20'] white shark,Mar,Y,F,white,33.0
1051,1985,usa,29,6 m [20'] white shark,Feb,N,M,white,29.0
1052,1985,south africa,15,Raggedtooth shark,Jan,N,M,unspecified,15.0
1053,1985,south africa,18,"3.5 m white shark, tooth fragments recovered",Jan,N,M,white,18.0
1054,1985,south africa,34,3.5 m [11.5'] white shark,Jan,N,M,white,34.0
1055,1985,south africa,20,1.5 m [5'] dusky shark,,N,M,unspecified,20.0
1056,1984,australia,16,"Tiger shark, 4 m ",Nov,Y,M,tiger,16.0
1057,1984,usa,22,Shark involvement prior to death was not confirmed,Oct,,M,unspecified,22.0
1058,1984,usa,23,1.5 m [5'] shark,Oct,N,F,unspecified,23.0
1059,1984,usa,77,Shark involvement not confirmed; officials considered barracua,Oct,,F,unspecified,77.0
1060,1984,usa,15,1.2 m [4'] blacktip shark,Oct,N,M,unspecified,15.0
1061,1984,usa,25,3 m to 5 m [10' to 16.5'] white shark,Sep,N,M,white,25.0
1062,1984,usa,16,Hammerhead shark?+O2356,Sep,N,M,unspecified,16.0
1063,1984,usa,28,4.5 m to 5 m white shark,Sep,Y,M,white,28.0
1064,1984,usa,18,1.2 m [4'] shark,Jul,N,F,unspecified,18.0
1065,1984,south africa,21,Shark involvement prior to death was not confirmed,Jul,,M,unspecified,21.0
1066,1984,south africa,27,2.4 m [8'] white shark,Jun,N,M,white,27.0
1067,1984,usa,13,1.2 m to 1.5 m [4' to 5'] hammerhead shark,Jun,N,F,unspecified,13.0
1068,1984,south africa,33, 1.5 m [5'] dusky shark,Feb,N,M,unspecified,33.0
1069,1984,south africa,14,"Raggedtooth shark, 1 m ",Jan,N,M,unspecified,14.0
1070,1983,south africa,47,"Raggedtooth shark, >1 m ",Dec,N,M,unspecified,47.0
1071,1983,south africa,29,5 m [16.5'] white shark,Aug,N,M,white,29.0
1072,1983,usa,14,Sand shark,Aug,N,F,unspecified,14.0
1073,1983,usa,22,6' to 8' bull shark,Aug,N,F,bull,22.0
1074,1983,australia,21,"Tiger shark, 5 m [16.5']",Jul,Y,F,tiger,21.0
1075,1983,australia,24,"Tiger shark, 5 m [16.5']",Jul,Y,M,tiger,24.0
1076,1983,australia,28,"Tiger shark, 5 m [16.5']",Jul,N,M,tiger,28.0
1077,1983,usa,39,3.5' hammerhead shark,Jul,N,F,unspecified,39.0
1078,1983,usa,21,6' shark,May,N,M,unspecified,21.0
1079,1983,south africa,27,"Raggedtooth shark, 1.5 m [5'] (tooth fragment recovered)",Apr,N,M,unspecified,27.0
1080,1983,south africa,17,1.8 m [6'] Zambezi shark,Mar,N,M,unspecified,17.0
1081,1983,south africa,16,3 m [10'] shark,Feb,N,M,unspecified,16.0
1082,1983,south africa,32,White shark,Jan,N,M,white,32.0
1083,1982,usa,26,1.5 m [5'] shark,Oct,N,M,unspecified,26.0
1084,1982,south africa,16,"Believed to involve a 2.8 m [9'3""] white shark",Sep,N,M,white,16.0
1085,1982,usa,20,1.5 m [5'] shark,Sep,N,M,unspecified,20.0
1086,1982,usa,36,White shark,Sep,N,M,white,36.0
1087,1982,usa,28,5 m to 6 m [16.5' to 20'] white shark,Sep,N,M,white,28.0
1088,1982,usa,17,Questionable incident; reported as shark attack but thought to involve a pinniped instead ,Aug,,M,unspecified,17.0
1089,1982,south africa,20,Invalid,Jul,,M,unspecified,20.0
1090,1982,south africa,38,"2.4 m [8'] white shark, species identity confirmed by tooth fragment",Jul,N,M,white,38.0
1091,1982,usa,26,4.5 m to 5.5 m [14.7' to 18'] white shark,Jul,N,M,white,26.0
1092,1982,usa,17,0.9 m to 1.2 m [3' to 4'] shark,Jul,N,M,unspecified,17.0
1093,1982,south africa,27,"2.4 m [8'] white shark, species identity confirmed by witnesses & tooth pattern in surfboard",Jun,Y,M,white,27.0
1094,1982,usa,20,5' shark,Jun,N,M,unspecified,20.0
1095,1982,south africa,20,Raggedtooth shark,Jan,N,M,unspecified,20.0
1096,1981,usa,24,7 m [23'] white shark,Dec,Y,M,white,24.0
1097,1981,usa,19,1.8 m to 2.4 m [6' to 8'] shark,Oct,N,M,unspecified,19.0
1098,1981,usa,26,Said to involve a tiger shark or a hammerhead shark,Sep,Y,M,tiger,26.0
1099,1981,bahamas,53,Mako shark (tooth fragments recovered),Aug,N,M,unspecified,53.0
1100,1981,south africa,32,Possibly a  1.8 m [6'] Zambezi shark,Jul,N,M,unspecified,32.0
1101,1981,south korea,27,6 m  white shark,May,Y,F,white,27.0
1102,1981,south africa,27,Raggedtooth shark,May,N,M,unspecified,27.0
1103,1981,south africa,19,"Raggedtooth shark, 2.5 m [8.25'] ",May,N,M,unspecified,19.0
1104,1981,south africa,24,"Tiger shark, 2.1 m [7']",May,N,M,tiger,24.0
1105,1981,usa,19,"1.2 m to 1.5 m [4' to 5'] bull, sandbar or dusky shark",Mar,N,M,bull,19.0
1106,1981,usa,24,C. maculpinnis or C. limbatus,Mar,N,M,unspecified,24.0
1107,1981,south africa,30,Juvenile dusky or blacktip shark,Feb,N,M,unspecified,30.0
1108,1981,usa,15,1.8 m to 2.4 m [6' to 8'] hammerhead shark,Feb,N,M,unspecified,15.0
1109,1981,australia,27,"Tiger shark, 2.5 m ",,N,M,tiger,27.0
1110,1980,south africa,25,3.5 m [11.5'] shark,,N,M,unspecified,25.0
1111,1980,reunion,22,1.8 m [6'] white shark,Nov,N,M,white,22.0
1112,1980,usa,29,4 m to 5 m [13' to 16.5'] white shark,Oct,N,M,white,29.0
1113,1980,usa,19,4 m to 5 m [13' to 16.5'] white shark,Oct,N,M,white,19.0
1114,1980,usa,22,4' to 8' shark,Jul,N,F,unspecified,22.0
1115,1980,south africa,22,1.8 m [6'] shark,May,N,M,unspecified,22.0
1116,1980,mexico,13,Tiger shark,,N,F,tiger,13.0
1117,1980,south africa,24,"2.8 m [9'3""] white shark",Jan,N,M,white,24.0
1118,1980,south africa,29,"2 m [6'9""] Zambesi shark",Jan,N,M,unspecified,29.0
1119,1980,south africa,25,"Raggedtooth shark, 2 m [6'9""] ",Jan,N,M,unspecified,25.0
1120,1980,south africa,20,Invalid,,,M,unspecified,20.0
1121,1979,usa,20,"White shark, 4 m [13'] ",Nov,N,M,white,20.0
1122,1979,south africa,25,"White shark, 2.5 m [8.25']  ",,N,M,white,25.0
1123,1979,usa,27,Blacktip or spinner shark,Mar,N,M,unspecified,27.0
1124,1979,south africa,19,1.5 m to 2 m [5' to 6.75'] shark,Feb,N,M,unspecified,19.0
1125,1978,south africa,23,"White shark, 2.3 m [7.5'], tooth fragment recovered",Dec,Y,M,white,23.0
1126,1978,south africa,27,"White shark, 3.7 m [12'] ",Sep,N,M,white,27.0
1127,1978,south africa,17,Thought to involve a blacktip shark,Jan,N,M,unspecified,17.0
1128,1977,south africa,18,"Tiger shark, 3 m [10']",Dec,N,M,tiger,18.0
1129,1977,south africa,25,"White shark, 5 m [16.5'] ",Oct,N,M,white,25.0
1130,1977,australia,17,White shark,Aug,N,M,white,17.0
1131,1977,usa,20,"White shark, 5.5 m to 6 m [18' to 20']  ",Aug,N,M,white,20.0
1132,1977,usa,27,"Bull shark, 8",Jun,N,M,bull,27.0
1133,1976,usa,29,"White shark, 5.5 m [18'] ",Dec,N,M,white,29.0
1134,1976,south africa,19,"White shark, 3 m [10'] k",Nov,N,M,white,19.0
1135,1976,usa,19,2.1 m [7'] lemon shark or bull shark,Nov,N,M,lemon,19.0
1136,1976,usa,25,"White shark, 3 m to 4 m [10' to 13'] ",Oct,N,M,white,25.0
1137,1976,south africa,20,"White shark, 3.5 m [11.5'], species identity confirmed by tooth fragment",Oct,N,M,white,20.0
1138,1976,usa,15,"Tiger shark, 6' ",Sep,N,M,tiger,15.0
1139,1976,usa,19,"White shark, 4.5 m ",Aug,N,M,white,19.0
1140,1976,usa,17,12' to 14' shark,Jun,N,M,unspecified,17.0
1141,1975,usa,27,White shark,Dec,N,M,white,27.0
1142,1975,south africa,33,Juvenile dusky shark,Nov,N,M,unspecified,33.0
1143,1975,south africa,19,"White shark, 2.4 m [8']",Aug,N,M,white,19.0
1144,1975,usa,20,1.5 m [5'] shark,Aug,N,M,unspecified,20.0
1145,1975,usa,44,White shark,Aug,N,M,white,44.0
1146,1975,australia,37,White shark,Jul,Y,M,white,37.0
1147,1975,usa,23,"White shark, 5.8 m [19'] ",Jul,N,M,white,23.0
1148,1975,usa,34,"White shark, 5m to 6m",Jul,N,M,white,34.0
1149,1975,usa,14,1.2 m [4'] shark,Jul,N,F,unspecified,14.0
1150,1975,usa,18,4' shark,Jun,N,M,unspecified,18.0
1151,1975,south africa,16,1.5 m [5'] shark,Feb,N,M,unspecified,16.0
1152,1975,australia,12,"White shark, 3 m [10'] ",Feb,Y,M,white,12.0
1153,1974,usa,17,"White shark, 5.5 m to 6 m [18' to 20'] ",Sep,N,M,white,17.0
1154,1974,usa,29,"White shark, 4 m to 5 m ",Sep,N,M,white,29.0
1155,1974,israel,20,"Shortfin mako shark, 2.3 m [7.5'] ",Sep,N,F,unspecified,20.0
1156,1974,usa,41,"White shark, 5 m to 6 m [16.5 to 20'] ",Sep,N,M,white,41.0
1157,1974,usa,48,"White shark, 5 m to 6 m [16.5 to 20'] ",Sep,N,M,white,48.0
1158,1974,usa,24,"White shark, 4.5 m ",,N,M,white,24.0
1159,1974,usa,45,"White shark, 5 m [16.5']",May,N,M,white,45.0
1160,1974,south africa,22,"Raggedtooth shark, 1.5 m [5'] ",Apr,N,M,unspecified,22.0
1161,1974,south africa,17,Juvenile dusky shark,Apr,N,M,unspecified,17.0
1162,1974,south africa,21,1.8 m [6'] shark,Mar,N,M,unspecified,21.0
1163,1974,south africa,33,2 m to 2.5 m [6.75'  to 8.25'] shark,Jan,N,M,unspecified,33.0
1164,1973,bahamas,11,7' to 8' bull shark,Sep,N,M,bull,11.0
1165,1973,mexico,37,White shark,Sep,Y,M,white,37.0
1166,1973,south africa,26,"2 m shark, possibly a dusky or blacktip shark",,N,M,unspecified,26.0
1167,1972,mozambique,25,2 m to 3 m shark,Dec,N,M,unspecified,25.0
1168,1972,usa,22,4.5' shark,Jun,N,M,unspecified,22.0
1169,1972,usa,32,"White shark, 4.4 m to 5 m [14.5' to 16.5'] ",May,N,M,white,32.0
1170,1972,australia,18,7' shark,Feb,N,M,unspecified,18.0
1171,1972,south africa,30,Zambesi shark,Jan,N,F,unspecified,30.0
1172,1972,mozambique,24,"White shark, 2.5 m [8.25'] ",Jan,N,M,white,24.0
1173,1971,south africa,16,"White shark, 3 m [10']rk",Dec,N,F,white,16.0
1174,1971,usa,18,5' to 6' shark,Oct,N,M,unspecified,18.0
1175,1971,south africa,25,1.5 m to 2 m shark,Oct,N,M,unspecified,25.0
1176,1971,usa,30,"White shark, 5 m to 6 m [16.5' to 20']  ",Oct,N,M,white,30.0
1177,1971,croatia,34,White shark,Sep,Y,M,white,34.0
1178,1971,australia,26,"Grey nurse shark, 11'",Aug,N,M,grey,26.0
1179,1971,south africa,21,"White shark, 3 m [10'], species identity confirmed by witnesses & tooth pattern in leg & board ",Jun,N,M,white,21.0
1180,1971,south africa,>50,White shark according to tooth pattern and witnesses,Apr,Y,M,white,50.0
1181,1971,new zealand,16,"White shark, 4.6 m [15'] ",Mar,N,M,white,16.0
1182,1970,micronesia,43,1.8 to 2 m C. albimarginatus,Sep,N,M,unspecified,43.0
1183,1970,south africa,25,"Raggedtooth shark, 2 m [6'9""], 5-year-old, captive female ",Jun,N,M,unspecified,25.0
1184,1969,usa,53,"White shark, 4.3 m 4.9 m [14' to 16'] ",Sep,N,M,white,53.0
1185,1969,usa,13,4' shark,Aug,N,M,unspecified,13.0
1186,1969,usa,23,Nurse shark,May,N,M,unspecified,23.0
1187,1969,usa,16,"White shark, identified by tooth fragments in surfboard",Mar,N,M,white,16.0
1188,1969,australia,49,7-gill shark,Feb,N,M,unspecified,49.0
1189,1968,australia,27,"Grey nurse shark, 10' ",Dec,N,M,grey,27.0
1190,1968,new zealand,17,White shark,Dec,N,M,white,17.0
1191,1968,new zealand,24,"White shark, 4.3 m [14'], (tooth fragment recovered)",Sep,Y,M,white,24.0
1192,1968,columbia,18,2 m shark,Aug,N,M,unspecified,18.0
1193,1968,usa,25,"White shark, 4 m [13'] ",Jul,N,M,white,25.0
1194,1968,usa,33,4m [13'] shark,Jul,N,M,unspecified,33.0
1195,1968,usa,63,Shark involvement not confirmed,Apr,,M,unspecified,63.0
1196,1968,south africa,35,1.5 m to 1.8m [5' to 6'] shark,Mar,N,M,unspecified,35.0
1197,1968,usa,28,Invalid,,,M,unspecified,28.0
1198,1968,australia,26,"Bronze whaler shark, 3 m [10'] ",Feb,N,M,unspecified,26.0
1199,1967,south africa,22,1.5 m to 1.8 m [5' to 6'] shark,Dec,N,M,unspecified,22.0
1200,1967,usa,19,small blacktip shark,Oct,N,M,unspecified,19.0
1201,1967,usa,24,5' blue shark,Aug,N,M,unspecified,24.0
1202,1967,australia,23,White shark,Aug,Y,M,white,23.0
1203,1967,australia,? & 19,Shark involvement prior to death was not confirmed,Aug,,M,unspecified,19.0
1204,1967,usa,15,"Nurse shark, 106 cm, 28-lb, male ",Aug,N,M,unspecified,15.0
1205,1967,bahamas,41,1.5 m to 1.8 m [5' to 6'] sandbar shark,,N,M,unspecified,41.0
1206,1967,usa,26,"Nurse shark, 1 m ",Jun,N,M,unspecified,26.0
1207,1967,south africa,32,"White shark, 3 m [10'] ",Mar,N,M,white,32.0
1208,1967,australia,36,Grey nurse shark,Mar,N,M,grey,36.0
1209,1967,new zealand,21,Thought to involve a white shark,Mar,Y,M,white,21.0
1210,1966,papua new guinea,13,3.7 m [12'] shark,Oct,Y,F,unspecified,13.0
1211,1966,papua new guinea,8,3.7 m [12'] shark,Oct,Y,F,unspecified,8.0
1212,1966,australia,32,"Bronze whaler shark, 2.1 m [7'], a tooth was embedded in the speargun ",Sep,N,M,unspecified,32.0
1213,1966,australia,43,"Mako shark, 1.9 m [6.5'] ",Sep,N,M,unspecified,43.0
1214,1966,new britain,13,A pack of 6 sharks,Aug,Y,F,unspecified,13.0
1215,1966,new britain,9,A pack of 6 sharks,Aug,Y,F,unspecified,9.0
1216,1966,usa,26,Invalid,,,M,unspecified,26.0
1217,1966,usa,8,Spinner or blacktip sharks,,N,M,unspecified,8.0
1218,1966,usa,34,4' shark,Jul,N,M,unspecified,34.0
1219,1966,usa,46,Invalid,Jul,,M,unspecified,46.0
1220,1966,usa,15,"Local authorities speculated that the water was too cold for sharks, but a 2.1 m [7'], 200-lb pregnant sandbar shark was caught next day",Jun,N,M,unspecified,15.0
1221,1966,usa,18,1.2 m [4'] hammerhead shark,Jun,N,M,unspecified,18.0
1222,1966,usa,18,a small shark,Jun,N,M,unspecified,18.0
1223,1966,usa,24,Invalid,May,,M,unspecified,24.0
1224,1966,australia,13,"White shark, 2.5 m [8.25'], an immature female, previously injured",Feb,N,M,white,13.0
1225,1966,south africa,33,Copper shark,Jan,N,M,unspecified,33.0
1226,1966,usa,29,"White shark, 3 m [10'] ",Jan,N,M,white,29.0
1227,1966,south africa,16,1.5 m to 1.8 m [5' to 6'] Zambesi shark,Jan,N,M,unspecified,16.0
1228,1966,south africa,15,"1.8 m to 2 m [6' to 6'9""] shark",Jan,N,M,unspecified,15.0
1229,1966,usa,35,Hammerhead shark,Jan,N,M,unspecified,35.0
1230,1966,usa,15,Shark involvement not confirmed,,,F,unspecified,15.0
1231,1965,australia,24,"Grey nurse shark, 2.4 m [8'] ",Nov,N,M,grey,24.0
1232,1965,usa,19,Invalid,Apr,,M,unspecified,19.0
1233,1965,usa,28,"White shark, 10' to 12' ",Apr,N,M,white,28.0
1234,1965,palau,8,"Tiger shark, tooth fragment recovered",Apr,N,M,tiger,8.0
1235,1965,usa,17,Blacktip or spinner shark,Apr,N,M,unspecified,17.0
1236,1965,usa,16,Mako shark,Mar,N,M,unspecified,16.0
1237,1965,south africa,25,"1.8 m [6'], 136-kg [300-lb] shark ",Feb,N,M,unspecified,25.0
1238,1965,usa,18,1.2 m [4'] shark,Feb,N,M,unspecified,18.0
1239,1965,south africa,22,"White shark, 3.7 m [12'] ",Jan,N,M,white,22.0
1240,1964,south africa,19,Raggedtooth shark ,Dec,N,M,unspecified,19.0
1241,1964,papua new guinea,28,2.1 m [7'] shark,Dec,N,M,unspecified,28.0
1242,1964,australia,25,"White shark, 2.4 m [8'] ",Nov,N,M,white,25.0
1243,1964,australia,19,"Grey nurse shark, 1.8 m [6']",Oct,N,M,grey,19.0
1244,1964,taiwan,20,1.8 m [6'] shark,Sep,N,M,unspecified,20.0
1245,1964,mexico,19,1.8 to 2.4 m [6' to 8'] shark,Aug,N,M,unspecified,19.0
1246,1964,usa,18,Invalid,Aug,,M,unspecified,18.0
1247,1964,usa,28,Hammerhead shark,Aug,N,M,unspecified,28.0
1248,1964,usa,29,Shark involvement prior to death was not confirmed,Jun,,F,unspecified,29.0
1249,1964,south africa,40,Shark involvement prior to death was not confirmed,Jun,,M,unspecified,40.0
1250,1964,fiji,35,Tiger shark,May,Y,M,tiger,35.0
1251,1964,usa,38,1.7 m [5.5'] shark,Mar,N,M,unspecified,38.0
1252,1964,new zealand,26,"White shark, 3 m [10'] ",Feb,N,M,white,26.0
1253,1964,south africa,25,"White shark, 1.5 m [5'] k",Feb,N,M,white,25.0
1254,1964,new zealand,19,"White shark, 3 m to 3.7 m [10' to 12'] ",Feb,Y,M,white,19.0
1255,1964,australia,23,Shark involvement prior to death was not confirmed,Feb,,M,unspecified,23.0
1256,1964,usa,21,White shark (tooth fragment recovered),Jan,N,M,white,21.0
1257,1963,south africa,20,"Zambesi shark, 1.8 m [6'] ",Dec,N,F,unspecified,20.0
1258,1963,south africa,24,1.8 m [6']  shark,Dec,N,M,unspecified,24.0
1259,1963,south africa,13,"Dusky shark, 1 m ",Dec,N,M,unspecified,13.0
1260,1963,south africa,15,300- to 400-lb Zambesi shark,Dec,Y,M,unspecified,15.0
1261,1963,australia,23,White shark,Dec,N,M,white,23.0
1262,1963,new zealand,20,Possibly a broadnose 7-gill shark,Nov,N,M,unspecified,20.0
1263,1963,papua new guinea,18,Tiger shark,Nov,N,F,tiger,18.0
1264,1963,fiji,21,>1.2 m [4'] tiger shark,Nov,N,F,tiger,21.0
1265,1963,palau,35,Dooley believed his Injury was caused by stingray (Dasyatidae family),Nov,N,M,unspecified,35.0
1266,1963,usa,28,500-lb shark,Oct,N,M,unspecified,28.0
1267,1963,solomon islands,30,5.5 m [18'] shark,Sep,Y,M,unspecified,30.0
1268,1963,australia,18,1.5 m [5'] shark,Sep,N,M,unspecified,18.0
1269,1963,usa,16,"Nurse shark, 1.2 m [4'] ",Sep,N,M,unspecified,16.0
1270,1963,federated states of micronesia,26,Tiger shark,Jul,N,M,tiger,26.0
1271,1963,greece,42,"White shark, 3 m ",Jun,Y,F,white,42.0
1272,1963,papua new guinea,30,1.8 m [6'] shark,Jun,N,M,unspecified,30.0
1273,1963,usa,25,"Hand found in gut of 2.9 m to 3.3 m [9'7"" to 10'11""] Galapagos shark, C. galapagensis",Apr,Y,M,unspecified,25.0
1274,1963,usa,15,3.7 to 4.5 m [12' to 15'] shark seen in vicinity,Apr,N,M,unspecified,15.0
1275,1963,australia,18,"Bronze whaler shark, 3 m [10'] ",Feb,N,M,unspecified,18.0
1276,1963,fiji,28,"White shark, 2.1 m [7'] ",Feb,N,M,white,28.0
1277,1963,australia,32,"Tooth fragments of whaler shark were recovered, a bull shark, according to Edwards",Jan,Y,F,bull,32.0
1278,1963,australia,25,Shark involvement prior to death was not confirmed,Jan,,M,unspecified,25.0
1279,1963,south africa,27,1 m shark,Jan,N,M,unspecified,27.0
1280,1963,south africa,24,"Zambesi shark, 2 m [6'9""] ",Jan,N,M,unspecified,24.0
1281,1962,australia,16,"White shark, 4.3 m [14'] (or bronze whaler)",Dec,Y,M,white,16.0
1282,1962,usa,24,"White shark, 4.3 m to 4.9m [14' to 16']",Nov,N,M,white,24.0
1283,1962,mexico,32,2.7 m [9'] shark,Oct,Y,M,unspecified,32.0
1284,1962,british west indies,24," Blacktip shark, C. maculipinnis. 1.9 m to 2.1 m [6.5' to 7'] ",Sep,N,M,unspecified,24.0
1285,1962,italy,28,White shark,Sep,Y,M,white,28.0
1286,1962,papua new guinea,49,"""A long thin brown-colored shark""",Aug,N,M,unspecified,49.0
1287,1962,usa,39,"Horn shar,k Heterodontus francisci, 1.2 m [4'] ",Aug,N,M,unspecified,39.0
1288,1962,usa,40,Unknown,Aug,Y,M,unspecified,40.0
1289,1962,usa,24,1.8 m [6'] shark,Aug,N,M,unspecified,24.0
1290,1962,usa,19,Blue shark,Jul,N,M,unspecified,19.0
1291,1962,usa,11,1.8 m [6'] shark,Jun,N,M,unspecified,11.0
1292,1962,usa,55," Sevengill  shark, 1.2 m [4'] ",Jun,N,M,unspecified,55.0
1293,1962,south africa,13,"Zambesi shark, 1.2 m [4'] ",Apr,N,M,unspecified,13.0
1294,1962,papua new guinea,10,Possibly a bronze whaler shark,Mar,Y,M,unspecified,10.0
1295,1962,south africa,13,"White shark, 3 m ",Feb,Y,M,white,13.0
1296,1962,australia,35,60 cm  shark ,Feb,N,M,unspecified,35.0
1297,1962,new zealand,18,1.5 m [5'] shark,Jan,N,M,unspecified,18.0
1298,1962,south africa,40,Shark involvement prior to death was not confirmed,Jan,,M,unspecified,40.0
1299,1962,usa,29,"White shark, 4 m [13'] ",Jan,N,M,white,29.0
1300,1962,australia,19,"Bronze whaler shark, 2.1 m [7'] shark",Jan,N,M,unspecified,19.0
1301,1962,papua new guinea,24,White shark,Jan,N,M,white,24.0
1302,1962,new zealand,54,"36""  shark",Jan,N,F,unspecified,54.0
1303,1962,marshall islands,57,1.8 m [6'] shark,Jan,N,M,unspecified,57.0
1304,1961,australia,18,3 m [10'] shark,Dec,Y,F,unspecified,18.0
1305,1961,australia,24,3 m [10'] shark,Dec,N,M,unspecified,24.0
1306,1961,south africa,18,Zambesi shark,Dec,N,M,unspecified,18.0
1307,1961,australia,23,"Grey nurse shark, 2.4 m [8'] ",Dec,N,M,grey,23.0
1308,1961,australia,22,Next morning a 3 m [10'] shark was caught that had Andrews' leg in its gut,Dec,Y,M,unspecified,22.0
1309,1961,australia,17,1.8 m [6'] shark,Dec,N,M,unspecified,17.0
1310,1961,croatia,19,White shark,Sep,Y,M,white,19.0
1311,1961,usa,16,"White shark, 4 m [13'] ",Aug,N,M,white,16.0
1312,1961,usa,19,White shark,Aug,N,M,white,19.0
1313,1961,usa,38,2.4 m [8'] shark,Aug,N,M,unspecified,38.0
1314,1961,usa,57,"43"" shark",Jul,N,M,unspecified,57.0
1315,1961,italy,21,"White shark, 4.5 m ",,N,M,white,21.0
1316,1961,usa,20,White shark,May,N,M,white,20.0
1317,1961,usa,52,"Hammerhead shark, 500-llb ",May,N,M,unspecified,52.0
1318,1961,usa,10,Shark involvement not confirmed,Apr,,M,unspecified,10.0
1319,1961,mozambique,37,Zambesi shark,Apr,N,M,unspecified,37.0
1320,1961,australia,40," ""gummy"" shark (Rhizoprionodon or Loxodon) 1.2 m [4']",Apr,N,M,unspecified,40.0
1321,1961,mozambique,38,Zambesi shark,Apr,Y,M,unspecified,38.0
1322,1961,australia,24,3 m [10'] shark,Mar,N,M,unspecified,24.0
